tick,pop_size,n_incarcerated,n_current_smokers,n_AUD,n_alcohol_abstainers,n_exits,n_entries
1521,5000,10,692,284,429,0,0
1522,5000,10,694,286,426,0,0
1523,5000,10,699,284,424,0,0
1524,5000,10,689,280,427,0,0
1525,5000,10,685,279,426,0,0
1526,5000,10,674,278,422,0,0
1527,5000,10,655,280,419,0,0
1528,5000,10,664,281,415,0,0
1529,5000,10,661,280,416,0,0
1530,5000,11,668,281,419,0,0
1531,5000,10,667,291,418,0,0
1532,5000,10,662,293,412,0,0
1533,5000,10,680,295,412,0,0
1534,5000,10,674,298,410,0,0
1535,5000,10,681,301,408,0,0
1536,5000,10,681,299,410,0,0
1537,5000,10,677,301,414,0,0
1538,5000,10,675,299,413,0,0
1539,5000,10,685,296,415,0,0
1540,5000,10,677,295,414,0,0
1541,5000,10,675,294,419,0,0
1542,5000,10,678,298,424,0,0
1543,5000,10,686,301,419,0,0
1544,5000,9,687,300,406,0,0
1545,5000,9,687,302,408,0,0
1546,5000,9,688,301,406,0,0
1547,5000,10,705,302,406,0,0
1548,5000,10,726,299,404,0,0
1549,5000,10,724,299,407,0,0
1550,5000,10,711,297,408,0,0
1551,5000,10,706,300,410,0,0
1552,5000,10,702,300,404,0,0
1553,5000,10,698,299,404,0,0
1554,5000,10,692,301,408,0,0
1555,5000,10,688,301,406,0,0
1556,5000,10,683,299,401,0,0
1557,5000,9,674,298,399,0,0
1558,5000,9,679,297,402,0,0
1559,5000,9,680,295,406,0,0
1560,5000,9,682,294,412,0,0
1561,5000,9,680,296,420,0,0
1562,5000,9,685,300,416,0,0
1563,5000,9,682,298,422,0,0
1564,5000,9,689,296,425,0,0
1565,5000,9,695,295,422,0,0
1566,5000,9,702,296,420,0,0
1567,5000,9,688,294,419,0,0
1568,5000,9,695,296,423,0,0
1569,5000,9,697,299,426,0,0
1570,5000,9,691,300,426,0,0
1571,5000,9,678,302,423,0,0
1572,5000,9,691,301,423,0,0
1573,5000,9,697,296,421,0,0
1574,5000,9,696,297,417,0,0
1575,5000,9,699,294,419,0,0
1576,5000,9,688,288,423,0,0
1577,5000,9,687,290,418,0,0
1578,5000,9,695,291,419,0,0
1579,5000,9,694,293,417,0,0
1580,5000,9,703,291,414,0,0
1581,5000,10,699,293,420,0,0
1582,5000,10,700,292,424,0,0
1583,5000,10,697,293,424,0,0
1584,5000,10,695,288,423,0,0
1585,5000,10,703,291,415,0,0
1586,5000,10,712,291,413,0,0
1587,5000,10,713,290,417,0,0
1588,5000,10,704,292,410,0,0
1589,5000,10,711,290,413,0,0
1590,5000,10,716,294,411,0,0
1591,5000,10,712,296,414,0,0
1592,5000,10,726,296,417,0,0
1593,5000,10,724,296,418,0,0
1594,5000,10,728,295,414,0,0
1595,5000,10,724,295,411,0,0
1596,5000,10,725,294,410,0,0
1597,5000,10,725,294,408,0,0
1598,5000,10,722,293,412,0,0
1599,5000,10,715,295,406,0,0
1600,5000,10,716,294,409,0,0
1601,5000,10,705,296,410,0,0
1602,5000,9,697,292,414,0,0
1603,5000,8,697,295,412,0,0
1604,5000,8,680,294,410,0,0
1605,5000,8,682,292,409,0,0
1606,5000,8,676,291,411,0,0
1607,5000,8,675,291,410,0,0
1608,5000,8,674,290,409,0,0
1609,5000,8,678,289,419,0,0
1610,5000,8,677,292,409,0,0
1611,5000,8,673,291,406,0,0
1612,5000,8,681,290,405,0,0
1613,5000,8,674,291,403,0,0
1614,5000,9,678,295,407,0,0
1615,5000,9,675,293,409,0,0
1616,5000,9,674,292,411,0,0
1617,5000,9,667,293,412,0,0
1618,5000,9,669,289,417,0,0
1619,5000,9,670,290,420,0,0
1620,5000,9,663,290,421,0,0
1621,5000,9,657,291,426,0,0
1622,5000,9,652,292,431,0,0
1623,5000,9,636,295,433,0,0
1624,5000,9,632,297,433,0,0
1625,5000,9,648,296,429,0,0
1626,5000,9,649,291,435,0,0
1627,5000,9,658,289,434,0,0
1628,5000,9,654,288,434,0,0
1629,5000,8,653,288,435,0,0
1630,5000,8,660,286,433,0,0
1631,5000,8,676,285,432,0,0
1632,5000,8,680,288,430,0,0
1633,5000,8,690,287,432,0,0
1634,5000,8,697,289,436,0,0
1635,5000,8,699,289,439,0,0
1636,5000,8,705,292,437,0,0
1637,5000,8,699,290,437,0,0
1638,5000,8,693,289,437,0,0
1639,5000,8,701,287,444,0,0
1640,5000,8,705,287,446,0,0
1641,5000,8,692,282,451,0,0
1642,5000,8,704,280,451,0,0
1643,5000,8,707,276,448,0,0
1644,5000,8,710,275,447,0,0
1645,5000,8,707,274,436,0,0
1646,5000,8,723,275,430,0,0
1647,5000,9,728,279,428,0,0
1648,5000,10,715,276,428,0,0
1649,5000,11,721,275,427,0,0
1650,5000,11,723,275,429,0,0
1651,5000,11,721,271,436,0,0
1652,5000,11,719,269,436,0,0
1653,5000,11,717,266,441,0,0
1654,5000,11,725,269,447,0,0
1655,5000,11,729,261,443,0,0
1656,5000,10,735,259,440,0,0
1657,5000,10,734,256,437,0,0
1658,5000,10,718,257,438,0,0
1659,5000,10,726,258,433,0,0
1660,5000,10,720,260,430,0,0
1661,5000,10,722,256,433,0,0
1662,5000,10,720,260,429,0,0
1663,5000,10,727,257,430,0,0
1664,5000,10,725,253,432,0,0
1665,5000,9,730,251,434,0,0
1666,5000,9,731,250,427,0,0
1667,5000,9,733,253,431,0,0
1668,5000,9,732,259,434,0,0
1669,5000,9,734,262,436,0,0
1670,5000,9,730,267,439,0,0
1671,5000,9,716,267,440,0,0
1672,5000,9,707,270,438,0,0
1673,5000,9,706,271,439,0,0
1674,5000,9,706,272,445,0,0
1675,5000,9,709,277,444,0,0
1676,5000,9,696,274,439,0,0
1677,5000,9,683,272,438,0,0
1678,5000,9,696,273,436,0,0
1679,5000,9,705,275,436,0,0
1680,5000,9,707,277,439,0,0
1681,5000,9,720,277,439,0,0
1682,5000,9,709,277,437,0,0
1683,5000,9,693,279,437,0,0
1684,5000,9,699,280,431,0,0
1685,5000,9,695,277,425,0,0
1686,5000,9,687,275,423,0,0
1687,5000,9,684,275,419,0,0
1688,5000,9,676,276,410,0,0
1689,5000,10,676,276,409,0,0
1690,5000,10,680,272,405,0,0
1691,5000,10,690,273,405,0,0
1692,5000,10,699,273,401,0,0
1693,5000,10,696,274,408,0,0
1694,5000,10,705,276,416,0,0
1695,5000,10,714,274,411,0,0
1696,5000,10,710,271,409,0,0
1697,5000,11,712,270,405,0,0
1698,5000,11,717,267,405,0,0
1699,5000,11,703,263,402,0,0
1700,5000,11,709,263,403,0,0
1701,5000,11,698,266,400,0,0
1702,5000,11,685,269,406,0,0
1703,5000,11,687,266,406,0,0
1704,5000,11,691,267,409,0,0
1705,5000,11,688,264,405,0,0
1706,5000,11,700,266,403,0,0
1707,5000,11,703,263,407,0,0
1708,5000,11,694,263,410,0,0
1709,5000,10,687,262,405,0,0
1710,5000,10,678,264,406,0,0
1711,5000,10,678,263,406,0,0
1712,5000,10,678,262,405,0,0
1713,5000,10,680,264,405,0,0
1714,5000,10,675,266,402,0,0
1715,5000,10,679,263,403,0,0
1716,5000,10,685,264,400,0,0
1717,5000,10,677,264,397,0,0
1718,5000,10,667,269,400,0,0
1719,5000,10,673,269,397,0,0
1720,5000,10,680,270,399,0,0
1721,5000,10,667,265,398,0,0
1722,5000,10,665,266,397,0,0
1723,5000,10,665,268,392,0,0
1724,5000,10,659,270,394,0,0
1725,5000,10,671,267,397,0,0
1726,5000,10,684,267,400,0,0
1727,5000,10,683,267,403,0,0
1728,5000,10,683,266,398,0,0
1729,5000,10,691,275,399,0,0
1730,5000,10,696,276,403,0,0
1731,5000,10,704,276,404,0,0
1732,5000,11,704,279,411,0,0
1733,5000,11,710,277,412,0,0
1734,5000,11,715,274,413,0,0
1735,5000,11,713,275,407,0,0
1736,5000,11,721,275,406,0,0
1737,5000,11,716,273,408,0,0
1738,5000,10,710,272,407,0,0
1739,5000,10,700,276,411,0,0
1740,5000,11,698,277,405,0,0
1741,5000,11,695,279,402,0,0
1742,5000,11,704,277,404,0,0
1743,5000,11,705,271,407,0,0
1744,5000,11,704,274,404,0,0
1745,5000,11,713,272,403,0,0
1746,5000,11,706,277,404,0,0
1747,5000,12,713,280,405,0,0
1748,5000,12,707,281,413,0,0
1749,5000,12,700,280,407,0,0
1750,5000,12,686,283,401,0,0
1751,5000,12,687,281,404,0,0
1752,5000,12,691,282,400,0,0
1753,5000,12,674,284,404,0,0
1754,5000,12,671,288,402,0,0
1755,5000,12,667,286,400,0,0
1756,5000,12,668,284,397,0,0
1757,5000,12,663,280,397,0,0
1758,5000,12,663,282,393,0,0
1759,5000,12,675,283,398,0,0
1760,5000,12,684,275,391,0,0
1761,5000,12,670,274,387,0,0
1762,5000,12,655,277,378,0,0
1763,5000,12,647,272,381,0,0
1764,5000,12,659,271,380,0,0
1765,5000,12,663,269,383,0,0
1766,5000,12,678,268,387,0,0
1767,5000,12,676,270,381,0,0
1768,5000,12,678,272,380,0,0
1769,5000,12,688,265,374,0,0
1770,5000,12,697,263,380,0,0
1771,5000,12,693,264,379,0,0
1772,5000,12,692,261,378,0,0
1773,5000,12,690,265,377,0,0
1774,5000,12,694,266,376,0,0
1775,5000,12,683,262,378,0,0
1776,5000,12,693,261,382,0,0
1777,5000,12,689,260,381,0,0
1778,5000,12,695,261,379,0,0
1779,5000,12,699,261,382,0,0
1780,5000,12,702,259,379,0,0
1781,5000,12,694,261,376,0,0
1782,5000,12,703,266,379,0,0
1783,5000,12,695,268,388,0,0
1784,5000,12,702,264,390,0,0
1785,5000,12,707,264,392,0,0
1786,5000,12,699,268,392,0,0
1787,5000,13,704,270,391,0,0
1788,5000,13,698,265,389,0,0
1789,5000,13,695,264,383,0,0
1790,5000,13,699,260,384,0,0
1791,5000,13,703,262,390,0,0
1792,5000,13,705,263,387,0,0
1793,5000,13,705,264,389,0,0
1794,5000,13,715,260,380,0,0
1795,5000,13,715,258,377,0,0
1796,5000,13,709,257,370,0,0
1797,5000,13,693,255,368,0,0
1798,5000,13,695,256,369,0,0
1799,5000,13,695,254,370,0,0
1800,5000,12,703,258,370,0,0
1801,5000,12,713,258,365,0,0
1802,5000,11,706,256,367,0,0
1803,5000,11,695,256,367,0,0
1804,5000,11,698,261,371,0,0
1805,5000,11,700,263,370,0,0
1806,5000,11,695,260,372,0,0
1807,5000,10,680,260,375,0,0
1808,5000,10,681,258,384,0,0
1809,5000,9,684,253,386,0,0
1810,5000,9,692,250,392,0,0
1811,5000,9,691,250,395,0,0
1812,5000,9,697,256,394,0,0
1813,5000,9,705,260,397,0,0
1814,5000,8,708,260,395,0,0
1815,5000,6,709,257,399,0,0
1816,5000,6,714,258,401,0,0
1817,5000,6,727,260,401,0,0
1818,5000,6,719,263,399,0,0
1819,5000,6,721,262,400,0,0
1820,5000,6,724,260,401,0,0
1821,5000,6,730,260,399,0,0
1822,5000,6,738,263,399,0,0
1823,5000,6,743,265,395,0,0
1824,5000,6,726,266,393,0,0
1825,5000,6,721,268,390,0,0
1826,5000,6,708,267,390,0,0
1827,5000,6,713,270,385,0,0
1828,5000,6,712,270,381,0,0
1829,5000,6,708,266,382,0,0
1830,5000,6,698,268,376,0,0
1831,5000,6,703,267,375,0,0
1832,5000,6,707,267,384,0,0
1833,5000,6,707,270,380,0,0
1834,5000,6,707,268,382,0,0
1835,5000,6,709,262,377,0,0
1836,5000,6,711,265,381,0,0
1837,5000,6,702,261,381,0,0
1838,5000,6,694,255,383,0,0
1839,5000,6,692,258,379,0,0
1840,5000,6,701,256,381,0,0
1841,5000,6,694,259,390,0,0
1842,5000,6,697,257,392,0,0
1843,5000,6,702,260,389,0,0
1844,5000,6,695,260,394,0,0
1845,5000,6,697,264,397,0,0
1846,5000,6,708,262,394,0,0
1847,5000,6,714,263,397,0,0
1848,5000,6,712,261,395,0,0
1849,5000,6,705,258,390,0,0
1850,5000,6,719,255,392,0,0
1851,5000,6,712,256,387,0,0
1852,5000,6,699,256,386,0,0
1853,5000,6,708,260,389,0,0
1854,5000,6,701,256,386,0,0
1855,5000,6,688,254,379,0,0
1856,5000,6,679,254,379,0,0
1857,5000,6,690,256,376,0,0
1858,5000,6,675,253,373,0,0
1859,5000,6,666,252,371,0,0
1860,5000,6,664,254,368,0,0
1861,5000,6,661,254,367,0,0
1862,5000,6,676,258,373,0,0
1863,5000,6,676,260,362,0,0
1864,5000,6,669,262,363,0,0
1865,5000,6,658,262,369,0,0
1866,5000,6,655,265,369,0,0
1867,5000,6,669,265,365,0,0
1868,5000,6,669,266,368,0,0
1869,5000,6,674,266,369,0,0
1870,5000,6,672,266,369,0,0
1871,5000,6,679,261,372,0,0
1872,5000,6,689,261,372,0,0
1873,5000,6,696,263,372,0,0
1874,5000,6,699,265,372,0,0
1875,5000,6,709,264,371,0,0
1876,5000,6,695,273,376,0,0
1877,5000,6,698,277,371,0,0
1878,5000,6,694,276,371,0,0
1879,5000,6,702,279,371,0,0
1880,5000,7,703,279,377,0,0
1881,5000,7,692,281,385,0,0
1882,5000,7,678,281,385,0,0
1883,5000,6,683,283,385,0,0
1884,5000,6,683,280,391,0,0
1885,5000,6,688,281,393,0,0
1886,5000,6,692,284,387,0,0
1887,5000,6,703,285,391,0,0
1888,5000,6,715,290,389,0,0
1889,5000,6,709,290,389,0,0
1890,5000,6,708,287,390,0,0
1891,5000,6,699,292,388,0,0
1892,5000,6,684,293,386,0,0
1893,5000,6,681,291,388,0,0
1894,5000,6,688,290,388,0,0
1895,5000,6,694,288,389,0,0
1896,5000,6,686,290,386,0,0
1897,5000,8,687,291,393,0,0
1898,5000,8,689,286,389,0,0
1899,5000,8,687,285,385,0,0
1900,5000,8,683,288,389,0,0
1901,5000,8,686,289,392,0,0
1902,5000,8,681,291,391,0,0
1903,5000,8,687,293,391,0,0
1904,5000,8,686,297,395,0,0
1905,5000,8,682,298,395,0,0
1906,5000,8,693,294,393,0,0
1907,5000,8,689,298,385,0,0
1908,5000,8,692,292,383,0,0
1909,5000,8,691,288,383,0,0
1910,5000,9,693,288,383,0,0
1911,5000,9,692,288,383,0,0
1912,5000,9,681,288,380,0,0
1913,5000,9,687,287,384,0,0
1914,5000,9,690,290,384,0,0
1915,5000,8,690,294,387,0,0
1916,5000,8,685,293,391,0,0
1917,5000,8,685,291,391,0,0
1918,5000,9,680,291,390,0,0
1919,5000,8,679,290,390,0,0
1920,5000,8,685,292,399,0,0
1921,5000,9,686,292,408,0,0
1922,5000,9,682,292,409,0,0
1923,5000,10,680,291,412,0,0
1924,5000,10,691,292,419,0,0
1925,5000,10,697,294,415,0,0
1926,5000,10,709,295,418,0,0
1927,5000,10,701,293,417,0,0
1928,5000,10,692,294,413,0,0
1929,5000,10,676,293,416,0,0
1930,5000,10,673,294,421,0,0
1931,5000,10,676,294,418,0,0
1932,5000,10,658,294,413,0,0
1933,5000,10,654,294,413,0,0
1934,5000,11,660,292,414,0,0
1935,5000,11,666,291,409,0,0
1936,5000,11,662,292,402,0,0
1937,5000,10,657,289,406,0,0
1938,5000,10,658,283,404,0,0
1939,5000,10,665,283,395,0,0
1940,5000,10,671,284,395,0,0
1941,5000,9,661,283,395,0,0
1942,5000,9,657,284,394,0,0
1943,5000,9,656,285,394,0,0
1944,5000,9,643,286,395,0,0
1945,5000,9,638,282,393,0,0
1946,5000,9,648,279,397,0,0
1947,5000,9,660,283,387,0,0
1948,5000,9,657,284,380,0,0
1949,5000,9,650,283,384,0,0
1950,5000,9,651,283,388,0,0
1951,5000,8,642,286,385,0,0
1952,5000,8,650,289,382,0,0
1953,5000,8,655,290,385,0,0
1954,5000,8,668,288,382,0,0
1955,5000,8,670,289,384,0,0
1956,5000,8,677,296,382,0,0
1957,5000,7,684,296,383,0,0
1958,5000,7,693,296,383,0,0
1959,5000,7,687,293,381,0,0
1960,5000,7,693,294,382,0,0
1961,5000,7,691,296,385,0,0
1962,5000,7,685,293,389,0,0
1963,5000,7,696,289,388,0,0
1964,5000,8,699,287,387,0,0
1965,5000,8,702,284,388,0,0
1966,5000,7,692,281,387,0,0
1967,5000,6,695,280,387,0,0
1968,5000,6,701,276,393,0,0
1969,5000,6,714,272,392,0,0
1970,5000,6,710,273,397,0,0
1971,5000,6,708,273,393,0,0
1972,5000,6,715,276,393,0,0
1973,5000,6,725,276,397,0,0
1974,5000,6,738,280,397,0,0
1975,5000,6,744,278,395,0,0
1976,5000,6,735,277,397,0,0
1977,5000,6,721,270,403,0,0
1978,5000,6,721,267,402,0,0
1979,5000,6,735,264,400,0,0
1980,5000,6,724,266,401,0,0
1981,5000,6,711,267,403,0,0
1982,5000,6,706,263,404,0,0
1983,5000,6,691,261,405,0,0
1984,5000,6,696,262,406,0,0
1985,5000,6,696,261,411,0,0
1986,5000,7,685,263,413,0,0
1987,5000,7,680,264,411,0,0
1988,5000,7,684,265,409,0,0
1989,5000,7,683,260,415,0,0
1990,5000,7,694,261,412,0,0
1991,5000,7,705,256,412,0,0
1992,5000,7,715,255,413,0,0
1993,5000,7,712,249,417,0,0
1994,5000,7,709,244,422,0,0
1995,5000,7,708,248,428,0,0
1996,5000,7,705,252,428,0,0
1997,5000,7,703,254,422,0,0
1998,5000,7,703,253,423,0,0
1999,5000,7,713,256,422,0,0
2000,5000,7,715,258,420,0,0
2001,5000,7,703,259,419,0,0
2002,5000,7,705,263,424,0,0
2003,5000,7,702,267,428,0,0
2004,5000,7,704,263,428,0,0
2005,5000,7,698,267,425,0,0
2006,5000,7,691,267,426,0,0
2007,5000,7,687,270,423,0,0
2008,5000,8,684,273,422,0,0
2009,5000,7,678,277,421,0,0
2010,5000,7,667,276,424,0,0
2011,5000,7,666,275,432,0,0
2012,5000,7,665,279,429,0,0
2013,5000,7,660,280,428,0,0
2014,5000,7,660,280,423,0,0
2015,5000,7,669,282,418,0,0
2016,5000,7,674,283,416,0,0
2017,5000,7,664,284,417,0,0
2018,5000,7,669,285,417,0,0
2019,5000,7,666,284,418,0,0
2020,5000,7,674,281,425,0,0
2021,5000,7,684,283,420,0,0
2022,5000,7,692,279,428,0,0
2023,5000,7,689,278,423,0,0
2024,5000,6,684,280,420,0,0
2025,5000,6,687,280,425,0,0
2026,5000,5,685,281,418,0,0
2027,5000,5,670,282,415,0,0
2028,5000,5,658,279,414,0,0
2029,5000,5,652,279,413,0,0
2030,5000,5,646,281,414,0,0
2031,5000,5,650,280,412,0,0
2032,5000,5,656,276,415,0,0
2033,5000,5,658,276,415,0,0
2034,5000,5,667,277,423,0,0
2035,5000,5,677,275,425,0,0
2036,5000,5,684,270,426,0,0
2037,5000,5,678,269,420,0,0
2038,5000,5,680,273,423,0,0
2039,5000,5,697,271,421,0,0
2040,5000,5,702,273,419,0,0
2041,5000,5,699,275,415,0,0
2042,5000,5,693,276,412,0,0
2043,5000,5,693,276,411,0,0
2044,5000,5,705,274,408,0,0
2045,5000,5,697,275,410,0,0
2046,5000,5,708,271,409,0,0
2047,5000,5,710,270,409,0,0
2048,5000,5,708,266,412,0,0
2049,5000,5,701,266,412,0,0
2050,5000,5,708,265,410,0,0
2051,5000,5,710,268,415,0,0
2052,5000,5,705,271,419,0,0
2053,5000,5,700,264,416,0,0
2054,5000,5,709,269,412,0,0
2055,5000,5,709,268,410,0,0
2056,5000,5,707,270,408,0,0
2057,5000,5,718,267,408,0,0
2058,5000,5,719,270,400,0,0
2059,5000,5,708,270,403,0,0
2060,5000,5,697,269,408,0,0
2061,5000,5,698,272,400,0,0
2062,5000,5,698,269,392,0,0
2063,5000,5,704,269,388,0,0
2064,5000,5,705,269,390,0,0
2065,5000,5,703,269,396,0,0
2066,5000,5,695,267,400,0,0
2067,5000,5,692,268,401,0,0
2068,5000,5,688,270,402,0,0
2069,5000,5,681,270,397,0,0
2070,5000,5,686,276,402,0,0
2071,5000,5,682,278,404,0,0
2072,5000,5,692,281,405,0,0
2073,5000,5,681,281,408,0,0
2074,5000,5,686,278,407,0,0
2075,5000,5,685,272,408,0,0
2076,5000,5,682,271,413,0,0
2077,5000,5,682,270,413,0,0
2078,5000,5,682,271,413,0,0
2079,5000,6,687,274,415,0,0
2080,5000,6,698,275,414,0,0
2081,5000,6,705,276,412,0,0
2082,5000,8,706,275,419,0,0
2083,5000,7,706,278,417,0,0
2084,5000,7,685,278,414,0,0
2085,5000,7,679,271,413,0,0
2086,5000,7,682,270,415,0,0
2087,5000,7,674,276,412,0,0
2088,5000,7,669,278,419,0,0
2089,5000,7,677,282,417,0,0
2090,5000,7,672,278,414,0,0
2091,5000,7,664,278,414,0,0
2092,5000,7,665,278,413,0,0
2093,5000,7,666,282,414,0,0
2094,5000,7,661,283,410,0,0
2095,5000,7,666,281,416,0,0
2096,5000,7,661,281,412,0,0
2097,5000,8,675,276,409,0,0
2098,5000,7,675,277,407,0,0
2099,5000,7,675,277,407,0,0
2100,5000,7,673,275,406,0,0
2101,5000,6,675,275,406,0,0
2102,5000,6,678,273,403,0,0
2103,5000,6,674,270,399,0,0
2104,5000,6,671,272,400,0,0
2105,5000,6,668,275,399,0,0
2106,5000,6,656,273,400,0,0
2107,5000,6,658,270,393,0,0
2108,5000,6,674,270,394,0,0
2109,5000,6,664,268,405,0,0
2110,5000,6,668,268,399,0,0
2111,5000,6,674,273,407,0,0
2112,5000,6,678,277,407,0,0
2113,5000,6,688,282,408,0,0
2114,5000,7,695,280,412,0,0
2115,5000,6,702,282,415,0,0
2116,5000,6,709,282,417,0,0
2117,5000,6,711,283,422,0,0
2118,5000,6,692,286,422,0,0
2119,5000,6,689,284,416,0,0
2120,5000,6,695,286,418,0,0
2121,5000,6,689,286,415,0,0
2122,5000,6,672,289,411,0,0
2123,5000,6,686,290,412,0,0
2124,5000,6,692,289,411,0,0
2125,5000,6,680,288,411,0,0
2126,5000,6,682,291,412,0,0
2127,5000,6,680,288,406,0,0
2128,5000,6,682,287,399,0,0
2129,5000,6,668,285,405,0,0
2130,5000,6,666,283,408,0,0
2131,5000,6,669,280,405,0,0
2132,5000,6,665,281,408,0,0
2133,5000,6,656,283,410,0,0
2134,5000,6,656,285,416,0,0
2135,5000,6,651,285,420,0,0
2136,5000,6,658,287,418,0,0
2137,5000,6,651,286,420,0,0
2138,5000,6,661,288,423,0,0
2139,5000,5,667,285,420,0,0
2140,5000,5,665,287,417,0,0
2141,5000,5,664,290,414,0,0
2142,5000,6,678,287,417,0,0
2143,5000,6,675,290,422,0,0
2144,5000,6,673,287,418,0,0
2145,5000,6,667,291,423,0,0
2146,5000,6,665,286,419,0,0
2147,5000,6,673,288,415,0,0
2148,5000,6,667,289,408,0,0
2149,5000,6,673,287,412,0,0
2150,5000,6,670,289,413,0,0
2151,5000,6,663,291,413,0,0
2152,5000,6,675,296,411,0,0
2153,5000,6,680,297,412,0,0
2154,5000,6,663,295,412,0,0
2155,5000,6,670,296,416,0,0
2156,5000,6,668,296,413,0,0
2157,5000,6,675,294,414,0,0
2158,5000,6,673,293,416,0,0
2159,5000,6,686,295,417,0,0
2160,5000,6,693,293,415,0,0
2161,5000,6,702,291,412,0,0
2162,5000,6,710,287,414,0,0
2163,5000,6,717,290,417,0,0
2164,5000,6,718,292,420,0,0
2165,5000,6,725,297,416,0,0
2166,5000,5,731,298,409,0,0
2167,5000,5,730,298,404,0,0
2168,5000,5,727,299,408,0,0
2169,5000,5,708,296,402,0,0
2170,5000,5,707,294,400,0,0
2171,5000,5,712,293,399,0,0
2172,5000,5,718,296,400,0,0
2173,5000,6,711,299,403,0,0
2174,5000,6,716,300,405,0,0
2175,5000,6,715,302,407,0,0
2176,5000,6,718,299,407,0,0
2177,5000,6,724,291,407,0,0
2178,5000,6,728,295,407,0,0
2179,5000,6,730,293,405,0,0
2180,5000,6,722,292,408,0,0
2181,5000,6,733,289,411,0,0
2182,5000,6,734,289,411,0,0
2183,5000,6,737,290,414,0,0
2184,5000,6,736,287,410,0,0
2185,5000,6,719,291,411,0,0
2186,5000,6,727,287,416,0,0
2187,5000,6,721,281,414,0,0
2188,5000,6,720,285,414,0,0
2189,5000,6,710,285,413,0,0
2190,5000,6,718,288,417,0,0
2191,5000,6,707,289,417,0,0
2192,5000,6,704,282,421,0,0
2193,5000,6,710,281,422,0,0
2194,5000,6,707,275,423,0,0
2195,5000,6,708,276,423,0,0
2196,5000,6,707,276,417,0,0
2197,5000,6,717,282,417,0,0
2198,5000,6,713,284,422,0,0
2199,5000,6,706,287,425,0,0
2200,5000,6,718,287,422,0,0
2201,5000,6,713,284,423,0,0
2202,5000,6,699,284,424,0,0
2203,5000,6,695,284,427,0,0
2204,5000,6,687,281,429,0,0
2205,5000,6,689,282,426,0,0
2206,5000,7,685,276,424,0,0
2207,5000,7,699,274,419,0,0
2208,5000,7,700,272,424,0,0
2209,5000,7,691,278,432,0,0
2210,5000,8,695,279,430,0,0
2211,5000,8,693,282,432,0,0
2212,5000,8,683,276,434,0,0
2213,5000,8,687,275,434,0,0
2214,5000,8,682,275,431,0,0
2215,5000,8,669,276,440,0,0
2216,5000,7,670,277,442,0,0
2217,5000,7,663,270,437,0,0
2218,5000,7,676,269,434,0,0
2219,5000,7,681,268,430,0,0
2220,5000,7,679,270,432,0,0
2221,5000,7,675,272,424,0,0
2222,5000,7,676,275,419,0,0
2223,5000,7,676,279,428,0,0
2224,5000,7,677,275,435,0,0
2225,5000,7,678,280,431,0,0
2226,5000,7,689,281,437,0,0
2227,5000,7,683,281,430,0,0
2228,5000,7,682,279,428,0,0
2229,5000,7,679,282,427,0,0
2230,5000,7,682,286,424,0,0
2231,5000,7,680,285,423,0,0
2232,5000,7,672,286,424,0,0
2233,5000,7,676,286,423,0,0
2234,5000,7,687,283,416,0,0
2235,5000,7,684,282,417,0,0
2236,5000,7,689,282,424,0,0
2237,5000,7,699,280,430,0,0
2238,5000,7,703,280,427,0,0
2239,5000,7,696,276,425,0,0
2240,5000,7,691,276,421,0,0
2241,5000,7,699,279,416,0,0
2242,5000,7,692,279,415,0,0
2243,5000,7,695,280,417,0,0
2244,5000,7,698,281,417,0,0
2245,5000,7,695,281,414,0,0
2246,5000,7,689,286,410,0,0
2247,5000,7,704,287,409,0,0
2248,5000,7,706,284,414,0,0
2249,5000,7,701,289,419,0,0
2250,5000,7,705,292,419,0,0
2251,5000,7,702,288,423,0,0
2252,5000,7,714,287,425,0,0
2253,5000,8,718,292,428,0,0
2254,5000,8,723,290,423,0,0
2255,5000,8,710,287,418,0,0
2256,5000,8,692,287,412,0,0
